atID,wthp6,wtlp6,wthp5,wtlp5,wtal,wtfe,s1hp6,s1lp6,s1hp5,s1lp5,s1al,s1fe
AT5G38910,0.1526237845,0.0163003015,0.0,0.024244641,30.408667505,20.086631005,0.051282398,0.0502018075,0.33857716000000004,0.11882781249999999,28.11062414,7.3671501280000005
AT5G36970,0.0763118925,0.138069999,0.11472165,0.0705169845,0.577361402,4.268881442,0.1338859345,0.0502018075,0.252764095,0.1880869765,16.906945175,5.2350462335
AT4G37770,0.0254372975,0.1131369825,0.127894139,0.19100121,0.8120621605,0.1405439885,0.027534512,0.0872512575,0.05487116,0.372778081,2.7928564795,0.15562321199999998
AT1G51330,0.0,0.0,0.0,0.07273392299999999,1.1420915365000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT5G17860,0.025499116000000002,0.0163003015,0.0744168995,0.1917401895,2.300518079,0.9323398695,0.10824473550000001,0.0,0.0,0.0,0.327872913,0.056033142
AT5G07572,0.025499116000000002,0.048900905,0.0,0.1697124875,2.2392136139999996,0.1168633205,0.1025647965,0.0,0.0,0.0,0.071483518,0.056033142
AT5G07570,0.0509364135,0.227239094,0.6208928899999999,1.8542747085,14.34267246,0.864377902,0.027534512,0.0,0.0,0.023086388,0.0229483255,0.0
AT5G52390,0.025499116000000002,0.0608848485,0.6131257185000001,0.708864744,1.507236909,2.727517623,0.41593912450000003,0.16792633549999997,0.43195662900000004,0.7993696515,19.218963180000003,0.759401737
AT2G26695,0.025499116000000002,0.048900905,0.047284637500000004,0.2666910515,1.2679064765,1.004921891,0.0,0.0,0.028604355,0.023935356,0.0,0.0435569275
AT2G27120,0.152685603,0.032600603,0.195331152,0.095500605,2.2284342165,0.0,0.07881691,0.15597779,0.10506721949999999,0.023935356,0.0458966515,0.0715734985
AT2G30770,0.025499116000000002,0.0,0.06045712599999999,0.0,7.9912688375,28.07744007,0.1652070725,0.0,0.0,0.046172776,30.242110065,14.048877215000001
AT4G28811,1.780672639,3.5183187144999994,1.001531844,1.638289878,2.4291108235,0.165251335,0.3608701,0.2115519645,0.6852744765000001,0.8353548105,0.1698731745,0.0
AT4G15100,0.025499116000000002,0.032600603,0.027132262,0.0,0.0,0.42111862599999994,0.1044581095,0.0621503535,0.1144174205,0.023086388,0.09575111450000001,3.8498678594999998
AT3G54520,0.10181100850000001,0.1543703005,0.1348740255,0.338685995,1.12777431,0.18585196699999998,0.1576338205,0.16792633549999997,0.195555385,1.965738856,1.297257496,0.37964595650000005
AT3G51895,0.07637371100000001,0.2751748695,0.1209142525,0.31074645700000003,4.5116913545,1.3503784595,0.10824473550000001,0.09262362449999999,0.21948464,0.09574142449999999,0.1901829585,0.36410560000000003
AT4G21650,0.101872827,0.3969445675,0.0744168995,0.31296339500000003,0.8256193625,1.8435657675,0.4310856285,0.2868546755,0.34614356350000003,0.23850459350000003,2.4481108679999997,2.9034327265
AT4G11470,0.101872827,0.09780180949999999,0.08758938799999999,0.119745246,0.16817250450000001,0.930286512,0.265878556,0.17450251449999998,0.18854273449999998,0.1402162645,0.891825437,0.4045983855
AT2G05530,1.0176155345,1.0331121725,0.1085290485,0.385697318,0.6169411625,1.388945968,0.54414512,0.6705015320000001,0.1383466745,0.11882781249999999,0.0485351925,0.1867039245
AT4G37290,0.07649734799999999,0.0163003015,0.33099246299999996,0.1895232515,0.454158356,2.5777335260000003,0.267771869,0.0502018075,0.24575144499999999,0.2812814975,17.91799078,3.1092902689999997
AT5G67060,0.127433761,0.1543703005,0.6193183200000001,0.5480200105,0.9334133364999999,4.127757056,0.37601660449999996,0.6161311684999999,0.527119895,1.355140901,0.9174123035,3.896598753
AT3G28540,0.1528710585,0.0728687925,0.243403074,0.141772949,1.5971758275,0.44325927600000004,0.36844335250000004,0.2563814045,0.5055281905,0.235957689,7.9256785525,1.042521765
AT3G03776,0.4836177435,0.863406699,0.782111893,0.3599747185,0.347124407,0.4679666225,0.265878556,0.9956094684999999,0.36773526799999995,0.33254808199999997,0.6111684454999999,0.5415072755000001
AT3G46240,0.8652390234999999,1.498153333,0.782111893,0.47750302600000005,1.185209126,0.400004655,0.025641199,1.060167445,0.0,0.0718060685,0.0,0.0
AT1G15830,0.254743885,0.26847241200000005,0.202311039,0.28945773350000004,2.8877329435,0.35110330199999995,0.053175711,0.317327947,0.195555385,0.2103243965,0.2387181515,0.314310565
AT3G52720,0.178431993,0.048900905,0.141066628,0.31296339500000003,1.8623629090000002,0.14105732799999998,0.1338859345,0.13745306499999999,0.10506721949999999,0.32915221,0.489830464,0.2302608515
AT5G50140,0.8653008419999999,0.7090363975,0.0806095015,0.1447288665,0.16817250450000001,0.0468479965,0.5166106075,0.9412391055,0.1622759295,0.4710664105,0.8512058675,0.10582817650000001
AT1G18382,0.5092404965,0.775202733,0.45967388649999996,1.032912831,1.4559518165,1.6844745045,0.7824891635,0.476270481,0.524782345,0.60449093,1.6296089465,1.2106211915
AT2G05580,1.06886104,1.09496215,0.849548906,0.577437508,0.48110684949999993,0.25638063099999997,0.18895495850000002,0.9346629264999999,0.4436443795,0.538627638,0.23476034,0.4077723515
AT4G11950,0.839987182,0.2804563565,1.0604144005,0.5039646055,0.5710457680000001,0.705286639,1.0103385125000002,1.1330625335,1.2789532829999999,0.728412551,1.2872240565,0.7998945225
AT1G60970,0.789112587,0.7579373025,0.985997501,0.5472810315,0.7050282109999999,0.163711317,0.8802392045,0.316124135,0.8901800625,1.107982378,0.6866097755,0.6037785250000001
AT4G13420,0.4075531255,0.5402960529999999,0.9588652385,2.7835581604999997,120.02500197500001,5.3427249205,6.806491033,2.4693399195000003,6.9294527115,6.497490384,2.434119617,2.8103004125
AT1G71280,0.9163608925,0.863406699,0.9580779545,1.4317700985,1.132238074,0.6079972715,0.7482465825,1.4862361185,1.2766157324999998,1.0327804365,1.419116203,0.7189089505
